店铺名字,类别,纬度,经度
HITEA茶室（天河北店）,奶茶/果汁,23.140822,113.320144
贡茶（百脑汇店）,奶茶/果汁,23.134524,113.339762
妖都咖啡公司,咖啡厅,23.130234,113.326883
CoCo都可（骏唐广场店）,奶茶/果汁,23.126328,113.383328
TANING挞柠·匠心柠檬茶（花城汇南区店）,奶茶/果汁,23.118876,113.324016
大口九茶饮（河水店）,奶茶/果汁,23.173072,113.33286
Pissa Pissa·菓茶,饮品店,23.172005,113.344409
LuLu Tea Bar·茶吧（棠德南店）,奶茶/果汁,23.132522,113.381296
Take（中山大道西店）,奶茶/果汁,23.13274,113.366039
柒品茶,奶茶/果汁,23.115549,113.356694
一些柠檬一些茶（石牌东店）,奶茶/果汁,23.132726,113.343032
HITEA茶室·机友蒲点（林乐店）,奶茶/果汁,23.14289,113.331381
Refresh,西式甜品,23.141385,113.374933
卡乐巴巴·颜值茶,奶茶/果汁,23.13412,113.32742
CoCo都可（高志大厦店）,奶茶/果汁,23.1257,113.340085
小由制茶（天河客运站店）,奶茶/果汁,23.169861,113.340669
全民果汁（华润万家店）,奶茶/果汁,23.141606,113.33974
普盈士王子拉茶（元岗店）,奶茶/果汁,23.17402,113.34057
茶嘉宅（员村店）,奶茶/果汁,23.120624,113.372453
快乐柠檬happylemon,奶茶/果汁,23.13517,113.33938
快乐柠檬happylemon,奶茶/果汁,23.13517,113.33938
拾光,奶茶/果汁,23.196617,113.368265
GONG CHA 贡茶,奶茶/果汁,23.176047,113.342617
啊一柠檬茶（龙洞店）,奶茶/果汁,23.192781,113.367057
甜不甜（棠德南路店）,奶茶/果汁,23.131856,113.38521
归园茶室（华师店）,饮品店,23.140601,113.357137
丰境鲜茶TEA FRESH（華師店）,奶茶/果汁,23.139972,113.344347
royaltea  皇茶,奶茶/果汁,23.170981,113.350059
一只酸奶牛（天河又一城店）,奶茶/果汁,23.133223,113.321432
Hi.TEA茶室·机友蒲点（棠下店）,饮品店,23.130052,113.377634
初代（天娱广场店）,奶茶/果汁,23.135646,113.340038
喜樂铺（棠下店）,奶茶/果汁,23.130183,113.373715
化州橘红,凉茶,23.146725,113.328687
莓兽（正佳店）,饮品店,23.131968,113.326468
鹿角巷THE ALLEY（东方宝泰店）,奶茶/果汁,23.147522,113.324835
桃花源记咖啡,咖啡厅,23.138843,113.363783
御可贡茶（龙洞喷水池店）,奶茶/果汁,23.195349,113.366106
良品黑糖?黑糖主题茶饮（花城汇北区店）,奶茶/果汁,23.126538,113.32475
一些柠檬一些茶（体育西路店）,奶茶/果汁,23.130484,113.320087
全民果汁（中信广场店）,奶茶/果汁,23.142386,113.325111
普盈士王子拉茶（燕岭店）,奶茶/果汁,23.161366,113.327634
CoCo都可（正佳广场店）,奶茶/果汁,23.13292,113.327119
贡茶（沙太南路河水店）,奶茶/果汁,23.173365,113.331511
全民果汁（财富广场店）,奶茶/果汁,23.135949,113.328988
猫屎咖啡（岗顶店）,咖啡厅,23.13496,113.33911
歌帝梵GODIVA（太古汇店）,冰淇淋,23.13393,113.33234
CoCo都可（员村店）,奶茶/果汁,23.118462,113.36316
本宫的茶（正佳广场店）,奶茶/果汁,23.132196,113.326751
妮可甜家,饮品店,23.194754,113.366728
LOHAS乐活居茶研中心,奶茶/果汁,23.138976,113.331704
吴小茶（天河南总店）,奶茶/果汁,23.13013,113.32394
CoCo都可（时尚东区店）,奶茶/果汁,23.133959,113.325165
猫屎咖啡（平云广场店）,咖啡厅,23.119035,113.350726
猫在这·猫主题咖啡馆,咖啡厅,23.140829,113.340487
小余书屋,咖啡厅,23.135047,113.382396
台茶1号,奶茶/果汁,23.195052,113.366549
洋菓子铺憩屋,咖啡厅,23.129755,113.324968
pink baby·新晋网红打卡地,奶茶/果汁,23.142833,113.340972
帝娜朵拉意大利手工冰淇淋（时尚天河店）,冰淇淋,23.133959,113.325165
木上缤菓MSBINGO（正佳店）,冰淇淋,23.131983,113.326898
看书吧（体育东横路店）,咖啡厅,23.128035,113.329164
CoCo都可（时尚天河中区店）,奶茶/果汁,23.133914,113.325091
gaga鲜语（万菱汇店）,饮品店,23.13283,113.33026
天河廊大堂吧·天河希尔顿,咖啡厅,23.14609,113.32079
CoCo都可（时尚天河店）,奶茶/果汁,23.134236,113.322681
喔刻劳 O'CLOCK COFFEE（K11店）,咖啡厅,23.11832,113.32735
CoCo都可（维多利广场店）,奶茶/果汁,23.13471,113.321049
UCC COFFEE SHOP（天环广场店）,咖啡厅,23.131758,113.325101
CoCo都可（车陂店）,奶茶/果汁,23.12503,113.39646
小吧,奶茶/果汁,23.168556,113.343255
CoCo都可（花城北店）,奶茶/果汁,23.126664,113.324711
皇茶（员村店）,奶茶/果汁,23.121513,113.362353
CoCo都可（东圃雅怡店）,奶茶/果汁,23.11855,113.40206
foodifoodi甘草水果（龙口东店）,奶茶/果汁,23.144223,113.340888
太平洋咖啡（林和店）,咖啡厅,23.145732,113.326868
DQ（天河城店）,冰淇淋,23.132336,113.32268
太平洋咖啡精萃店PacificCoffeeBrewBar（太古汇分店）,咖啡厅,23.134206,113.33145
爱尚柠,奶茶/果汁,23.174874,113.344512
太平洋咖啡（正佳广场店）,咖啡厅,23.132221,113.327006
太平洋咖啡（天环广场店）,咖啡厅,23.132347,113.323951
太平洋咖啡（天河城店）,咖啡厅,23.131635,113.322674
薡御贡茶,奶茶/果汁,23.195609,113.365591
橘菓子（星座广场店）,奶茶/果汁,23.121588,113.404419
TANING挞柠·匠心柠檬茶（东圃店）,奶茶/果汁,23.1193,113.40272
乐茶（曜一城店）,饮品店,23.141962,113.345176
Pan咖啡,咖啡厅,23.136192,113.348896
OTATM零帕茶·网红起泡饮（正佳广场店）,奶茶/果汁,23.132801,113.326468
CoCo都可（直通车店）,奶茶/果汁,23.135004,113.321488
Salud冻酸奶（高德置地冬商场店）,冰淇淋,23.120141,113.326628
芭克·闪冰（天河城1店）,冰淇淋,23.132141,113.322532
E.TEA茶室·疯狂柠檬茶（元岗店）,奶茶/果汁,23.172269,113.341139
Chung’s Coffee,咖啡厅,23.132457,113.375166
新作的茶SUN TEA（万菱汇店）,奶茶/果汁,23.133177,113.32962
贡茶（宏发大厦店）,奶茶/果汁,23.131859,113.332138
TANING挞柠·匠心柠檬茶（佳兆业店）,奶茶/果汁,23.140717,113.320682
烤梨匠（时尚天河商业广场店）,饮品店,23.133984,113.32633
木上缤菓msbingo（时尚天河商业广场店）,冰淇淋,23.133959,113.325159
鹿角巷THE ALLEY（味来都荟店）,奶茶/果汁,23.13287,113.33329
粤海喜来登酒店大堂吧,咖啡厅,23.132571,113.322299
皇茶（华南理工大学店）,奶茶/果汁,23.166343,113.339728
凯·奶茶,奶茶/果汁,23.167834,113.357976
丧茶（天娱广场店）,奶茶/果汁,23.135646,113.340038
CoCo都可（天河又一城店）,奶茶/果汁,23.133388,113.321488
反脆弱Cafe Antibrittle（东方宝泰广场店）,咖啡厅,23.147424,113.324821
啊一柠檬茶（花城汇店）,奶茶/果汁,23.118526,113.324582
CoCo都可（高德中店）,奶茶/果汁,23.12012,113.324754
林晨约茶,奶茶/果汁,23.169863,113.347785
大卡司DAKASI（天河城店）,奶茶/果汁,23.132362,113.322613
CP. T奶茶店,奶茶/果汁,23.167097,113.356646
CoCo都可（保利克洛维店）,奶茶/果汁,23.127529,113.319107
源茶 ORIGINAL（尚德大厦店）,奶茶/果汁,23.140314,113.344417
广州正佳广场万豪酒店大堂吧（正佳广场店）,咖啡厅,23.132688,113.326232
1柠1柠檬茶（天河南店）,奶茶/果汁,23.129916,113.327154
大卡司（天河五山路华师店）,奶茶/果汁,23.140606,113.345812
芭克·闪冰（正佳广场店）,冰淇淋,23.132634,113.327429
御黑堂（棠下店）,饮品店,23.126314,113.378568
GREYBOX COFFEE&KITCHEN（太古汇店）,咖啡厅,23.134208,113.332474
FilmTea菲林茶室,饮品店,23.137104,113.366856
大卡司（时尚天河二店）,奶茶/果汁,23.133959,113.325165
香港鸿记冰室（天河城总店）,饮品店,23.130983,113.32276
集合地休闲桌游清吧,饮品店,23.12561,113.39309
咖茶（车陂店）,奶茶/果汁,23.121176,113.396547
答案茶,奶茶/果汁,23.13466,113.325
至叶茶饮（正佳广场店）,奶茶/果汁,23.132067,113.327077
愿茶（正佳店）,奶茶/果汁,23.131959,113.326476
太平洋咖啡（冼村路店）,咖啡厅,23.121338,113.327673
CoCo都可（花城北二店）,奶茶/果汁,23.127262,113.323376
广州海航威斯汀酒店大堂吧,咖啡厅,23.143478,113.32615
咕噜咕噜（学院店）,奶茶/果汁,23.130068,113.373822
大葱柠檬茶scallionlemontea（天河店）,奶茶/果汁,23.130479,113.325653
贡茶（棠东2046店）,奶茶/果汁,23.12605,113.38668
博文咖啡馆,咖啡厅,23.201909,113.37502
幸福堂（天河石牌桥店）,奶茶/果汁,23.132809,113.332136
猫宅ねこいえ·饮品甜品猫咖,咖啡厅,23.130583,113.32616
蓝茶（保利中汇店）,奶茶/果汁,23.148885,113.32367
I·U·T（时尚天河店）,饮品店,23.133959,113.325165
新作の茶SUN TEA（花城汇店）,奶茶/果汁,23.117199,113.324478
桃园三章,奶茶/果汁,23.131007,113.325165
SO ACAI（天河店）,饮品店,23.138065,113.331176
咕噜咕噜（天河又一城店）,奶茶/果汁,23.132214,113.32181
全民果汁（天河城店）,奶茶/果汁,23.132218,113.322559
全民果汁（花城汇店）,奶茶/果汁,23.12503,113.3249
Darling咑柠,奶茶/果汁,23.129045,113.397027
一座一茶,奶茶/果汁,23.132,113.380216
春阳茶事（天河南一路店）,奶茶/果汁,23.130893,113.324604
大卡司（体育西路店）,奶茶/果汁,23.131221,113.321025
想巷台式厚奶茶（天河南店）,奶茶/果汁,23.130948,113.322204
茶理宜世（正佳广场店）,奶茶/果汁,23.132176,113.32703
无关咖啡（棠东店）,咖啡厅,23.126786,113.388883
茶理宜世（佳兆业广场店）,奶茶/果汁,23.140255,113.320778
Natural Moment天然果汁（天汇广场igc店）,奶茶/果汁,23.115947,113.331904
新作の茶SUN TEA（车陂店）,奶茶/果汁,23.12516,113.396632
一芳台湾水果茶（棠东店）,奶茶/果汁,23.125468,113.385956
大卡司DAKASI（海印都荟城一店）,奶茶/果汁,23.117056,113.324429
甜喵蜜语猫主题互动咖啡店（尚德大厦店）,咖啡厅,23.139941,113.344331
Minor Cafe,咖啡厅,23.124979,113.350092
Sigma Coffee ·轼马咖啡,咖啡厅,23.130196,113.325827
小熊冰车（五山店）,冰淇淋,23.152267,113.353473
哈根达斯（天河城店）,冰淇淋,23.13276,113.32253
小茶印象,奶茶/果汁,23.132618,113.342833
益康本草凉茶,凉茶,23.17047,113.351919
茶理宜世（天河南一路店）,奶茶/果汁,23.130852,113.325691
太平洋咖啡（华穗路店）,咖啡厅,23.127079,113.319788
贡茶（东圃直营店）,奶茶/果汁,23.112305,113.401085
大卡司DAKASI（高德置地广场店）,奶茶/果汁,23.119694,113.322371
Lost in L.A. 4.0（龙洞店）,咖啡厅,23.193759,113.369517
九一猫の屋·猫咖甜品下午茶,咖啡厅,23.13078,113.32396
同桌的你龙洞巨幕影城水吧,饮品店,23.197271,113.364643
桥都茶饮,奶茶/果汁,23.119636,113.371333
要晒果汁Shinejuice（K11店）,奶茶/果汁,23.118158,113.326414
茶女子（车陂南店）,奶茶/果汁,23.116659,113.390682
小清莱,饮品店,23.13031,113.32564
大卡司（天娱广场店）,奶茶/果汁,23.135525,113.339978
全民果汁（花城汇南区店）,奶茶/果汁,23.118088,113.324531
大啖柠檬茶（正佳广场店）,奶茶/果汁,23.132262,113.326734
CoCo都可（永旺高德店）,奶茶/果汁,23.12034,113.32146
丧茶OrZCHA（龙洞店）,奶茶/果汁,23.192836,113.366684
老友记主题咖啡厅（富力盈丰大厦店）,咖啡厅,23.12544,113.31625
恋小仙·茶饮轻食（天河南一路店）,奶茶/果汁,23.130341,113.324445
太平洋咖啡（花城大道店）,咖啡厅,23.120342,113.316892
整个椰子（天河又一城店）,奶茶/果汁,23.132153,113.322511
鹿角巷THE ALLEY（正佳店）,奶茶/果汁,23.132062,113.327515
meow屋猫主题茶饮店,奶茶/果汁,23.129912,113.327179
Natural Moment天然果汁（花城汇南区店）,奶茶/果汁,23.11856,113.324496
瘾茶清吧,咖啡厅,23.193952,113.367915
瘾茶清吧,咖啡厅,23.193952,113.367915
sweetcup甜杯（天河店）,饮品店,23.134661,113.320707
CafeX·自家烘焙咖啡X日本茶（天河店）,咖啡厅,23.129982,113.326561
茶里CHALI（K11店）,奶茶/果汁,23.118073,113.326092
宫廷贡茶（黄村好邻居店）,奶茶/果汁,23.124722,113.409908
關人茶事（粤垦路店）,饮品店,23.15701,113.3281
花玥橙蛋糕咖啡（恒大御府店）,咖啡厅,23.175756,113.327847
梨山（天环广场店）,奶茶/果汁,23.132372,113.324617
大卡司（龙洞二店）,奶茶/果汁,23.193322,113.366617
Take Easy,咖啡厅,23.139611,113.330347
Coffee Garden（石牌桥店）,咖啡厅,23.13283,113.33212
DUTA JUICE塔塔果汁（石牌桥店）,奶茶/果汁,23.132181,113.332094
BeMyTea吾茶白（高德置地店）,奶茶/果汁,23.119826,113.321859
御质贡茶（尚品码头店）,奶茶/果汁,23.12536,113.39668
雨味亭,饮品店,23.170567,113.352947
hom coffee,咖啡厅,23.130478,113.324995
尊熹咖啡,咖啡厅,23.147604,113.367185
华尔兹咖啡（华景店）,咖啡厅,23.135934,113.362433
柏悦酒店·悦厅 Living Room,Brunch,23.118455,113.321798
鹿角巷THE ALLEY（时尚天河中区店）,饮品店,23.133881,113.32507
Natural Moment天然果汁（西塔店）,奶茶/果汁,23.118136,113.322994
素匠泰茶（天河城店）,奶茶/果汁,23.130939,113.323863
蜜雪冰城（华联大学店）,冰淇淋,23.155606,113.40431
蓝风筝咖啡（天河员村店）,咖啡厅,23.124504,113.35722
趣道贡茶,奶茶/果汁,23.132057,113.321337
撒拉亭茶&食,奶茶/果汁,23.119966,113.322062
CORNER   COFFEE,咖啡厅,23.169055,113.40252
TYT cafe,咖啡厅,23.122759,113.31656
Mr.Magic 口红Diy体验馆,饮品店,23.144622,113.325949
御茶,奶茶/果汁,23.12989,113.34157
A Cup of Diamond一杯钻石（天河万科广场店）,奶茶/果汁,23.166715,113.40461
壹茶坊,奶茶/果汁,23.195201,113.367827
悟茶（五山店）,奶茶/果汁,23.15286,113.35212
Natural Moment天然果汁（花城汇中区店）,奶茶/果汁,23.119637,113.324475
口敢·桃胶奶茶水果茶,奶茶/果汁,23.127871,113.322475
小由制茶（富力盈通店）,奶茶/果汁,23.126221,113.321665
蜜雪冰城（新华学院店）,冰淇淋,23.19507,113.388009
康莱德酒店·Gem玲栊酒廊,咖啡厅,23.115492,113.332131
释压猫主题咖啡厅,咖啡厅,23.130017,113.32427
悟茶（龙洞店）,奶茶/果汁,23.193712,113.366803
C.Taipei西点台北（中泰总店）,咖啡厅,23.149409,113.323086
老虎堂黑糖專売（石牌店）,奶茶/果汁,23.127974,113.339856
梦想咖啡屋·甜品小吃简餐,咖啡厅,23.173117,113.3442
车咖啡,咖啡厅,23.138698,113.36532
佳琳荟（富力盈通店）,饮品店,23.125173,113.321726
新作的茶SUN TEA（高德置地店）,奶茶/果汁,23.119873,113.322424
乌煎道黑龙茶（中区店）,奶茶/果汁,23.121151,113.32489
TANING挞柠（龙洞店）,奶茶/果汁,23.195805,113.365527
普盈士王子拉茶,奶茶/果汁,23.137388,113.329729
凡向咖啡FANX COFFEE（中信广场店）,咖啡厅,23.142227,113.324562
鹿角巷THE ALLEY（花城汇南区直营店）,饮品店,23.118562,113.324577
哥丽玛奇（天娱广场美食城店）,饮品店,23.135552,113.339801
新作の茶SUN TEA（羊城创意园店）,奶茶/果汁,23.118879,113.382611
茶颜观色（花城汇南区店）,奶茶/果汁,23.117218,113.324508
1:1恋茶,奶茶/果汁,23.172023,113.346917
鹿角巷 THE ALLEY（车陂店）,奶茶/果汁,23.123974,113.395445
茶里CHALI（购书中心店）,奶茶/果汁,23.134182,113.320763
悸动烧仙草（时尚天河中区店）,奶茶/果汁,23.13598,113.32522
茶理宜世（花城汇店）,奶茶/果汁,23.120308,113.324237
IM茶（时尚天河店）,奶茶/果汁,23.134106,113.325141
书亦烧仙草（时尚天河店）,奶茶/果汁,23.13402,113.327107
方所咖啡,咖啡厅,23.133924,113.332338
Flat White,饮品店,23.177668,113.349662
YC. Café,咖啡厅,23.130274,113.326374
地下铁,奶茶/果汁,23.134814,113.321937
蓝樽咖啡书吧（暨南大学店）,咖啡厅,23.129951,113.347475
蜜雪冰城（南门新街店）,奶茶/果汁,23.118116,113.419326
Godiva（天环店）,冰淇淋,23.132375,113.32469
四云奶盖贡茶,奶茶/果汁,23.134122,113.324878
蕉牌·茶研社（时尚天河店）,奶茶/果汁,23.13388,113.325069
闲猫咖啡,咖啡厅,23.125176,113.37287
一芳台湾水果茶（天河城店）,奶茶/果汁,23.130974,113.322248
皇茶teastory（时尚天河店）,奶茶/果汁,23.134135,113.325034
悦食志Riceyjoy,咖啡厅,23.130084,113.326628
马T尼大堂吧·圣丰索菲特,咖啡厅,23.138044,113.315702
新鲜好味道（时尚天河商业广场店）,饮品店,23.134139,113.326477
3200tea（花城汇店）,奶茶/果汁,23.120568,113.324207
Take（天河北店）,奶茶/果汁,23.140572,113.319646
青蛙来啦（天河北店）,奶茶/果汁,23.14136,113.32183
果搭嗒·甘草水果（体育西路店）,奶茶/果汁,23.128241,113.319674
Godiva（天河城店）,冰淇淋,23.132386,113.32234
19世纪下午茶（换装）,奶茶/果汁,23.115754,113.329653
kim cane果咖园,奶茶/果汁,23.168789,113.401648
贝塔咖啡,咖啡厅,23.125674,113.371725
壹點壹,奶茶/果汁,23.133873,113.325182
时光魅饮,奶茶/果汁,23.17238,113.34429
一記·休閒站,咖啡厅,23.171215,113.332022
橘菓子（员村家乐福店）,奶茶/果汁,23.122465,113.358181
益禾堂（天汇创意园店）,奶茶/果汁,23.17206,113.34282
益禾堂（天河客运站店）,奶茶/果汁,23.170208,113.339955
INCHA印茶（时尚天河店）,奶茶/果汁,23.133947,113.325161
W.coffee（喜聚店）,咖啡厅,23.141533,113.319459
雅西亚奶茶实验室,奶茶/果汁,23.1964,113.36464
Gloria Jean's Coffee高乐雅咖啡（珠江新城店）,咖啡厅,23.121177,113.328466
小由制茶,奶茶/果汁,23.170863,113.342474
Enjoy Cafe | 佐艺（广州大剧院店）,咖啡厅,23.114811,113.322548
闰土和茶,奶茶/果汁,23.17404,113.343742
广州W酒店·WOOBAR,咖啡厅,23.121898,113.328447
啡凰厚（花城汇北区店）,咖啡厅,23.126678,113.324668
深夜咖啡Bar,咖啡厅,23.128155,113.326097
风行牛奶（宝供大厦店）,奶茶/果汁,23.144699,113.3406
爱の茶AMORTEA （东圃店）,奶茶/果汁,23.123437,113.401819
书亦烧仙草（正佳M层店）,奶茶/果汁,23.132666,113.327559
黑露白霜,奶茶/果汁,23.170113,113.340744
骑士老虎茶（华普广场店）,奶茶/果汁,23.12288,113.31661
简谷茶,奶茶/果汁,23.132293,113.381078
蓝茶（员村店）,奶茶/果汁,23.114121,113.356083
royalted皇茶,奶茶/果汁,23.160655,113.385185
云间茶农,奶茶/果汁,23.197756,113.364575
