店铺名字,类别,纬度,经度
TANING挞柠·匠心柠檬茶（万象店）,奶茶/果汁,23.092919,113.234139
一些柠檬一些茶（人民中店）,奶茶/果汁,23.122011,113.25338
翌雀咖啡与茶（富邦中心店）,咖啡厅,23.124612,113.252865
芝识（西村店）,奶茶/果汁,23.140889,113.239042
royaltea皇茶,奶茶/果汁,23.13285,113.229664
一些柠檬一些茶（康王中路店）,奶茶/果汁,23.125607,113.247712
新作的茶SUN TEA（西关店）,奶茶/果汁,23.112395,113.249097
翌雀咖啡与茶（和业广场店）,咖啡厅,23.122335,113.247258
SOME LEMONS SOME TEA一些柠檬一些茶（西村店）,奶茶/果汁,23.140997,113.239269
Hi.Tea茶室（小梅大街店）,奶茶/果汁,23.13107,113.24511
老虎堂黑糖專売,奶茶/果汁,23.125801,113.237695
一些柠檬一些茶（中山八路店）,奶茶/果汁,23.125154,113.237307
CoCo都可（东方汇店）,奶茶/果汁,23.114356,113.248019
新作的茶SUN TEA（中山八路店）,奶茶/果汁,23.125573,113.238967
快乐柠檬（恒宝店）,奶茶/果汁,23.118244,113.241616
小确茶（芳村店）,奶茶/果汁,23.094249,113.233835
王子拉茶（小梅大街店）,奶茶/果汁,23.13109,113.24674
CoCo都可（恒宝广场二）,奶茶/果汁,23.117841,113.241636
G TEA·柠檬茶（西华路店）,奶茶/果汁,23.12881,113.251051
情绪茶,奶茶/果汁,23.115623,113.241982
鹿角戏 The Show,奶茶/果汁,23.132649,113.229438
Darling咑柠茶档（芦荻街店）,奶茶/果汁,23.1278,113.25056
黎恩凉茶（西华路店）,凉茶,23.131212,113.248654
Darling咑柠茶档（长寿东路店）,奶茶/果汁,23.11809,113.251749
Hitea茶室（西湾路店）,奶茶/果汁,23.151261,113.240837
黎恩凉茶（上九路店）,凉茶,23.11585,113.252098
Darling咑柠茶档（周门店）,奶茶/果汁,23.130483,113.241289
新作の茶SUN TEA（西城都荟店）,奶茶/果汁,23.110498,113.240257
快乐柠檬（西城都荟店）,奶茶/果汁,23.110974,113.240526
22茶室,奶茶/果汁,23.130569,113.24059
乌龙站,奶茶/果汁,23.1313,113.24855
CoCo都可（万象二店）,奶茶/果汁,23.09876,113.23625
QTEA茶室,奶茶/果汁,23.130136,113.248631
Darling咑柠茶档（龙津西富力店）,奶茶/果汁,23.122999,113.239179
本宫的茶（西城都荟店）,奶茶/果汁,23.11074,113.24041
皇茶新世纪（芳村店）,奶茶/果汁,23.073116,113.237104
Darling咑柠茶档（芳村店）,奶茶/果汁,23.093694,113.230951
饮佐味奶茶（西村店）,奶茶/果汁,23.14391,113.23942
加亚拉茶（马来西亚驰名三层茶）,奶茶/果汁,23.13121,113.24879
米欧の茶,饮品店,23.102488,113.237931
Mor-Evening蜜茶公馆,奶茶/果汁,23.075991,113.212587
喜仕,奶茶/果汁,23.107299,113.213231
要晒果汁Shinejuice（恒宝店）,奶茶/果汁,23.117829,113.241669
黎恩凉茶（西村店）,凉茶,23.140832,113.242419
贡茶（石围塘店）,奶茶/果汁,23.105653,113.219871
More柠·柠檬茶（桥中南路店）,奶茶/果汁,23.119959,113.222746
魔柠茶（芳村店）,奶茶/果汁,23.100509,113.240827
灿茶sun’sten饮品轻食（旗舰店）,奶茶/果汁,23.130713,113.240678
喵工坊猫咪主题饮品店,奶茶/果汁,23.131781,113.250122
TIGER ROSE花艺&咖啡烘焙,咖啡厅,23.145031,113.236965
果汁研究所,奶茶/果汁,23.06872,113.23933
贡茶（茶滘牌坊店）,奶茶/果汁,23.091176,113.229245
贡茶（上九路店）,奶茶/果汁,23.115932,113.251624
Dream tea 梦茶茶,奶茶/果汁,23.074067,113.198902
茶香铺子·HDTEA（康王北店）,奶茶/果汁,23.12887,113.24721
檬檬茶,奶茶/果汁,23.074759,113.24643
御合贡茶,奶茶/果汁,23.13575,113.217903
大葱柠檬茶scallionlemontea（中山八路富力店）,奶茶/果汁,23.124374,113.240317
柠舍唔同茶室,奶茶/果汁,23.124537,113.238218
柠檬工坊,奶茶/果汁,23.113108,113.244664
新作の茶SUN·TEA（芳村万象街店）,奶茶/果汁,23.097566,113.235751
咕噜咕噜（陈家祠柏徳莱店）,奶茶/果汁,23.126273,113.247045
鹿角巷 THE ALLEY,奶茶/果汁,23.112501,113.248352
CoCo都可（万象店）,奶茶/果汁,23.09556,113.234911
SitTea（中海花湾店）,奶茶/果汁,23.068694,113.239805
MORITATA莫芮塔塔（芳村店）,奶茶/果汁,23.10078,113.240563
Super T（西华路店）,饮品店,23.131827,113.247452
宫廷贡茶（西关美食城店）,奶茶/果汁,23.113068,113.245456
大葱柠檬茶scallionlemontea（丛桂路店）,奶茶/果汁,23.111782,113.239309
梦茶の茶（凤池店）,奶茶/果汁,23.06736,113.19667
臻語手工烘焙甜品店,奶茶/果汁,23.12011,113.236491
新华音乐咖啡屋,咖啡厅,23.113616,113.245602
More檸茶記（荔港南湾店）,奶茶/果汁,23.135203,113.230653
hi.tea茶室（泮塘店）,奶茶/果汁,23.124054,113.236171
80Cafe（康王北路店）,咖啡厅,23.127757,113.249244
啡约咖啡馆（中山八路店）,咖啡厅,23.125929,113.2402
猫屎咖啡（上下九步行街店）,咖啡厅,23.114591,113.248494
西九里,奶茶/果汁,23.134236,113.229263
塔斯王子拉茶（中海花湾壹号店）,奶茶/果汁,23.06967,113.2396
85度C（芳村万象店）,奶茶/果汁,23.097593,113.235839
黎恩凉茶（东风西路店）,凉茶,23.137434,113.23699
咕噜咕噜（恒宝广场店）,奶茶/果汁,23.11783,113.24167
哈根达斯（黄沙店）,冰淇淋,23.110136,113.240339
關人茶事（龙津中路店）,奶茶/果汁,23.124426,113.244059
KGC潮玩馆,奶茶/果汁,23.123974,113.240107
蜜源西塱店,奶茶/果汁,23.067456,113.231803
熙御贡茶（人民南路店）,奶茶/果汁,23.115489,113.252844
基地咖啡店,咖啡厅,23.06803,113.23911
一本堂,奶茶/果汁,23.116458,113.236158
HEY YO喜乳酪（西城都荟店）,奶茶/果汁,23.109849,113.240463
莫拉咖啡（芳村店）,咖啡厅,23.096669,113.243138
MR'王·休闲驿站·简餐,奶茶/果汁,23.092043,113.242688
御可贡茶（万象购物街店）,奶茶/果汁,23.09552,113.23488
茶颜山,奶茶/果汁,23.09435,113.242532
御可贡茶（壹号文化广场店）,奶茶/果汁,23.094159,113.233218
薡淳贡茶,奶茶/果汁,23.112422,113.248389
禧御贡茶（西村店）,奶茶/果汁,23.144482,113.238855
啡标工坊（永庆坊店）,咖啡厅,23.115266,113.237864
G TEA·柠檬茶（芳村店）,奶茶/果汁,23.095634,113.229317
星奇异（芳村店）,奶茶/果汁,23.094069,113.233029
Hi TEA茶室（立白中心店）,奶茶/果汁,23.101771,113.238714
toyalstea皇茶,奶茶/果汁,23.137364,113.21896
太平洋咖啡（龙津西店）,咖啡厅,23.120429,113.236125
CHEESE TIME芝士时光,奶茶/果汁,23.130856,113.244687
太平洋咖啡（黄沙分店）,咖啡厅,23.10951,113.24071
MYOSOTIS勿忘我柠檬茶（周门店）,奶茶/果汁,23.127317,113.23832
橦泽茶饮店（中山八路店）,饮品店,23.126762,113.238449
麽打茶室,奶茶/果汁,23.11418,113.24509
摩喜,饮品店,23.10873,113.251669
书亦烧仙草,奶茶/果汁,23.078575,113.231715
巴打·调茶局（芳和花园第4分店）,奶茶/果汁,23.078227,113.227241
正在 in cafe&cocktail清吧,饮品店,23.100868,113.240299
潮饮.果汁奶茶,奶茶/果汁,23.119107,113.223649
妹猪柠檬茶（宝源路店）,奶茶/果汁,23.118902,113.240809
王子拉茶（滘口店）,奶茶/果汁,23.111705,113.207846
御茶（环市西路店）,奶茶/果汁,23.146441,113.249634
一座一茶（中海花湾壹号店）,奶茶/果汁,23.068227,113.239147
DQ（西城都荟店店）,冰淇淋,23.10984,113.2405
84 FANG CAFE,咖啡厅,23.11666,113.23493
风行牛奶（龙津店）,奶茶/果汁,23.12388,113.2408
小画舫斋咖啡馆,咖啡厅,23.1191,113.235069
New拾贰茶室（陈家祠店）,奶茶/果汁,23.127589,113.248395
琉璃鲸（中海花湾店）,奶茶/果汁,23.067916,113.238959
火山雪茶餐厅·鳗鱼饭,饮品店,23.12039,113.23644
GET LAB口未研究所,咖啡厅,23.114175,113.238418
柴圆滚滚,咖啡厅,23.128578,113.215238
火星调茶局,奶茶/果汁,23.130509,113.239501
CUNSYD 川梭 house,咖啡厅,23.130243,113.243445
未完·待续,奶茶/果汁,23.10644,113.218049
植白工坊,咖啡厅,23.078938,113.250689
那1點點,奶茶/果汁,23.110903,113.248845
好声音tea,奶茶/果汁,23.122012,113.247235
TG BAR,奶茶/果汁,23.128001,113.232171
光合制茶,奶茶/果汁,23.062204,113.253179
懿茶多柠（新虹街店）,奶茶/果汁,23.128013,113.23484
小茶堂,奶茶/果汁,23.114691,113.248572
鹿角巷,奶茶/果汁,23.113278,113.245741
PLAN TEA,饮品店,23.067778,113.236384
PU'S LEMON TEA 蒲氏柠檬茶（西村店）,奶茶/果汁,23.143253,113.244197
嘻饮力（上下九东方汇店）,奶茶/果汁,23.114292,113.247768
NOIR8 PUB（中海店）,饮品店,23.0686,113.23777
珍芝堂1962（西塱店）,奶茶/果汁,23.068031,113.235978
鹿角巷THE ALLEY（荔胜广场店）,奶茶/果汁,23.079206,113.233281
荻荻西桌游冷饮店,奶茶/果汁,23.127818,113.250546
益尚堂香港凉茶（龙津东路店）,凉茶,23.121851,113.250671
御茶,奶茶/果汁,23.109119,113.216196
嘿叹HEYTAN（中山七路店）,奶茶/果汁,23.125384,113.249222
Darling打柠（花湾壹号店）,奶茶/果汁,23.068587,113.239784
Original茶,奶茶/果汁,23.071333,113.194734
柠檬工坊（玉珑汇店）,奶茶/果汁,23.119,113.246844
DOUBLE橘子,奶茶/果汁,23.073856,113.213664
茶茶（柏德莱店）,奶茶/果汁,23.129838,113.247418
GAME PLUS?玩加,饮品店,23.127674,113.249832
海岸茶度,奶茶/果汁,23.061984,113.250798
琉璃鲸（上下九店）,奶茶/果汁,23.112586,113.245287
MY Tea Home（环市西路店）,奶茶/果汁,23.14284,113.24366
YEAHTEA-叶茶（中海花湾店）,奶茶/果汁,23.067945,113.238998
GAS吉时,奶茶/果汁,23.100367,113.241264
一直饮,奶茶/果汁,23.128309,113.24354
御莱茶室,饮品店,23.071849,113.195431
廣嘢茶Bar,奶茶/果汁,23.131217,113.245352
牛紫米优格酸奶,奶茶/果汁,23.11081,113.24997
茶家宅,奶茶/果汁,23.130383,113.243907
醇茶,奶茶/果汁,23.12801,113.250739
简择,饮品店,23.127896,113.250515
JM SPACE CAFE,咖啡厅,23.094741,113.244328
鹿角巷THE ALLEY（芳村店）,奶茶/果汁,23.097673,113.238781
悟茶,奶茶/果汁,23.05998,113.251164
乌叶,奶茶/果汁,23.113328,113.245755
岛的茶,奶茶/果汁,23.105924,113.247658
漫叹茶,奶茶/果汁,23.1274,113.23479
1314奶茶,奶茶/果汁,23.127913,113.251086
Hi.TEA茶室（桥东店）,奶茶/果汁,23.107634,113.213487
好妹茶档（十三行路店）,奶茶/果汁,23.11067,113.250358
曾氏凉茶（南岸路店）,凉茶,23.13298,113.232476
螺天下金牌螺蛳粉,奶茶/果汁,23.115532,113.241963
富茶士多掂（光复路总店）,奶茶/果汁,23.127839,113.253282
壹方（坑口店）,饮品店,23.07577,113.235854
有喜咖啡,咖啡厅,23.12633,113.248907
熹雀冰室,奶茶/果汁,23.123389,113.24567
益禾堂（中山八店）,奶茶/果汁,23.12527,113.237518
MYOSOTIS勿忘我柠檬茶（花语店）,奶茶/果汁,23.126154,113.215798
TEA126·现萃柠檬茶,奶茶/果汁,23.116949,113.235939
甜甜滴,奶茶/果汁,23.144345,113.245164
膳玉贡茶（上下九店）,奶茶/果汁,23.114878,113.247834
觅茶,奶茶/果汁,23.080271,113.244825
1314茶（陈家祠店）,奶茶/果汁,23.13118,113.248275
新寶CHADONG·广式茶档,奶茶/果汁,23.138659,113.24308
上好清茶奶茶店,奶茶/果汁,23.067057,113.1958
一点时间,奶茶/果汁,23.143159,113.243095
黎泉凉茶（荣兴路店）,凉茶,23.09412,113.23266
rest up·休昔吧,饮品店,23.143142,113.242899
红茶馆,奶茶/果汁,23.083005,113.22879
茶丸家,奶茶/果汁,23.095146,113.23479
贡茶,奶茶/果汁,23.136058,113.219529
可C可D果蔬氧吧,奶茶/果汁,23.076225,113.212774
午潼NGTONE（康王路店）,奶茶/果汁,23.12767,113.24819
點茶,奶茶/果汁,23.073987,113.196562
PU'S LEMON TEA 蒲氏柠檬茶（中海花湾壹号店）,奶茶/果汁,23.069174,113.238015
恋茶派对,奶茶/果汁,23.07472,113.197668
茶BUFF茶档,奶茶/果汁,23.074491,113.202417
Homie茶室,饮品店,23.077343,113.246935
王子拉茶,奶茶/果汁,23.120052,113.239628
优佳甜品,奶茶/果汁,23.126549,113.236307
圈点站 甜品奶茶,奶茶/果汁,23.082559,113.24599
原葉Original Tea（坑口店）,奶茶/果汁,23.076005,113.236022
奶昔小姐姐,饮品店,23.107345,113.214207
一只酸奶牛（上下九店）,酸奶,23.113025,113.244092
Funny 茶室,奶茶/果汁,23.136685,113.242049
食茶记,奶茶/果汁,23.061803,113.230883
茶王者,奶茶/果汁,23.082301,113.245313
贡茶,奶茶/果汁,23.139883,113.242573
Freeing Lemon Tea,奶茶/果汁,23.06644,113.23551
甜小明DE家,奶茶/果汁,23.069766,113.195565
柠檬密码,奶茶/果汁,23.055438,113.21778
合兴茶档,奶茶/果汁,23.093888,113.232448
避风塘（葵蓬店）,奶茶/果汁,23.087355,113.215142
All Blue蓝海,咖啡厅,23.116427,113.208376
花千屋,奶茶/果汁,23.121147,113.241309
豪棒棒水果玉米专卖部,奶茶/果汁,23.115264,113.241921
枫一点,饮品店,23.127751,113.249208
味艺工坊·梦茶茶,奶茶/果汁,23.06704,113.19513
369茶室（黄沙店）,饮品店,23.112268,113.24
维希咖啡,咖啡厅,23.123227,113.228714
茶里酒事,奶茶/果汁,23.059852,113.250794
西水茶档,奶茶/果汁,23.131735,113.24495
鹿角巷THE ALLEY（上下九店）,奶茶/果汁,23.115351,113.249837
鹿角巷THE ALLEY（芳村大道东店）,奶茶/果汁,23.092056,113.24263
御赐贡茶（十甫路店）,奶茶/果汁,23.113606,113.241668
YoYoo轻食主义,奶茶/果汁,23.129555,113.223186
茶语时光,奶茶/果汁,23.141255,113.247378
玖粤茶品,奶茶/果汁,23.131757,113.245317
DY茶饮,奶茶/果汁,23.08287,113.24592
Taning挞柠·匠心柠檬茶（绿地中央广场店）,奶茶/果汁,23.164341,113.430529
贡茶（科学城高德汇店）,奶茶/果汁,23.167579,113.453023
TANING挞柠·匠心柠檬茶（黄埔香雪店）,奶茶/果汁,23.174677,113.503257
鹿角巷THE ALLEY（东方汇店）,奶茶/果汁,23.185893,113.444932
甜不甜（金峰店）,奶茶/果汁,23.178609,113.452774
王子拉茶（东方汇店）,奶茶/果汁,23.186105,113.445409
缘创咖啡,咖啡厅,23.16704,113.455379
Taning挞柠·匠心柠檬茶（黄埔时代店）,奶茶/果汁,23.111714,113.544317
水果日记,饮品店,23.16481,113.41681
听咖啡 TODE TI COFFEE,咖啡厅,23.188104,113.434272
广州翡翠希尔顿酒店观廊大堂吧,奶茶/果汁,23.172005,113.451355
贡茶（长安村店）,奶茶/果汁,23.187942,113.437983
简饮简食（新泰街店）,奶茶/果汁,23.162059,113.415069
MT咖啡馆,咖啡厅,23.164897,113.416853
邻家甜品店（邻家小店）,饮品店,23.196086,113.427087
堂茶（上堂店）,奶茶/果汁,23.137574,113.45325
TANING挞柠（萝岗万达店）,奶茶/果汁,23.167464,113.466258
大卡司DAKASI（萝岗万达广场店）,奶茶/果汁,23.168636,113.466614
TANING挞柠·匠心柠檬茶（大沙地店）,奶茶/果汁,23.104775,113.448565
大卡司（大沙西店）,奶茶/果汁,23.103879,113.44672
书亦烧仙草（黄埔大沙东店）,奶茶/果汁,23.106001,113.451327
大卡司（文冲沃尔玛店）,奶茶/果汁,23.104604,113.468591
有米酸奶（时代城店）,酸奶,23.1133,113.544378
新作的茶SUN TEA（大沙地店）,奶茶/果汁,23.10592,113.45029
CoCo都可（萝岗万达店）,奶茶/果汁,23.168234,113.46636
大卡司（香雪锐丰中心店）,奶茶/果汁,23.173338,113.501922
樂茶LOKCAA（惠润广场店）,奶茶/果汁,23.1008,113.456359
E.TEA茶室·疯狂柠檬茶（黄埔店）,奶茶/果汁,23.106877,113.451769
咕噜咕噜（萝岗万达店）,奶茶/果汁,23.169408,113.466166
大将柠檬茶（文冲店）,奶茶/果汁,23.104116,113.458025
甜不甜（大沙地旗舰店）,奶茶/果汁,23.104089,113.447133
茶知味（黄埔港店）,奶茶/果汁,23.097117,113.449497
IFChá一夫茶（萝岗万达店）,奶茶/果汁,23.168013,113.465998
光合制茶（萝岗万达店）,奶茶/果汁,23.168278,113.465986
蜜雪冰城（荔联东联街店）,冰淇淋,23.111532,113.54425
怪兽茶室,奶茶/果汁,23.100521,113.433451
CoCo都可（大沙东店）,奶茶/果汁,23.106056,113.451583
四云奶盖贡茶（萝岗万达店）,奶茶/果汁,23.169632,113.465911
御品贡茶（生活区店）,奶茶/果汁,23.085863,113.525933
黑龍茶（时代城店）,奶茶/果汁,23.111232,113.54394
奶茶妹妹（万达广场店）,奶茶/果汁,23.16986,113.46614
CoCo都可（黄埔百佳店）,奶茶/果汁,23.100944,113.454284
鹿角巷THE ALLEY（潮楼店）,奶茶/果汁,23.103856,113.446425
HEERETEA東喜（萝岗万达店）,奶茶/果汁,23.168774,113.465864
宝岛壹点点（生活区店）,奶茶/果汁,23.086305,113.525952
新作的茶SUN TEA,奶茶/果汁,23.173109,113.5026
CoCo都可（萝岗步行街店）,奶茶/果汁,23.174463,113.507792
LPXTEA皇茶（文冲店）,奶茶/果汁,23.103261,113.469254
奉茶·茶恋花,奶茶/果汁,23.107472,113.453643
鹿角巷THE ALLEY（港湾路店）,奶茶/果汁,23.10239,113.447693
仙踪林（惠润广场店）,奶茶/果汁,23.100731,113.456235
啊一柠檬茶（大沙地店）,奶茶/果汁,23.102603,113.449644
一芳台湾水果茶（黄埔萝岗万达店）,奶茶/果汁,23.167108,113.466339
HEERETEA東喜（大沙地店）,奶茶/果汁,23.106287,113.453201
咕噜咕噜（锐丰中心店）,奶茶/果汁,23.173161,113.502488
新作的茶SUN TEA（印象黄埔店）,奶茶/果汁,23.113205,113.544053
斗记茶叙（黄埔店）,饮品店,23.10533,113.454313
奶茶很忙（夏园店）,奶茶/果汁,23.082651,113.519059
好声音TEA,饮品店,23.109988,113.543201
半杯故事咖啡馆,咖啡厅,23.08735,113.432712
茶特西饮品,奶茶/果汁,23.105849,113.45124
悟茶（丰乐南路店）,奶茶/果汁,23.09981,113.455696
一夫茶（黄埔店）,奶茶/果汁,23.111169,113.54378
乌龙小姐（新墩店）,奶茶/果汁,23.109199,113.552328
王子拉茶（港湾路旗舰店）,奶茶/果汁,23.10256,113.44762
禧御贡茶（开发区东区店）,奶茶/果汁,23.109457,113.546003
世代皇茶（夏园华润店）,奶茶/果汁,23.081998,113.516157
新作の茶（黄埔怡港店）,奶茶/果汁,23.09975,113.45395
老虎堂黑糖專売（萝岗公路街店）,奶茶/果汁,23.174461,113.508286
邂逅猫·猫咖猫主题饮品店（萝岗店）,奶茶/果汁,23.16553,113.465437
COSTA咖啡（萝岗万达影城店）,咖啡厅,23.167784,113.466722
世淇食品批发店（五羊冰激凌店）,奶茶/果汁,23.108,113.45702
皇御贡茶（东区汇赢店）,奶茶/果汁,23.10923,113.54656
悟茶,奶茶/果汁,23.082786,113.515904
若竹宇治抹茶,冰淇淋,23.165592,113.465597
小堆爸爸（东区店）,饮品店,23.109551,113.546905
悟茶（领好广场店）,奶茶/果汁,23.084852,113.524525
和茶博物馆?茶馆,饮品店,23.09931,113.450281
西磨里咖啡牛扒馆（锐丰中心店）,牛排,23.173614,113.501251
傻巴巴咖啡SABABA COFFEE,咖啡厅,23.167208,113.465848
米莫的茶,奶茶/果汁,23.082981,113.517655
微+,奶茶/果汁,23.10155,113.44306
Corner Bar鸡尾酒.精酿清吧,饮品店,23.167589,113.466207
乐淘咖啡（加速器店）,西餐,23.151886,113.49761
御茶,奶茶/果汁,23.174345,113.499244
汉卷风,奶茶/果汁,23.10967,113.54357
庆茶（大壮广场店）,奶茶/果汁,23.164522,113.468854
WuK Coffee,咖啡厅,23.107155,113.457956
王子拉茶,奶茶/果汁,23.0942,113.47806
小确茶（香雪店）,奶茶/果汁,23.174888,113.505567
四季恋奶茶,奶茶/果汁,23.109887,113.543907
鹿谷制茶,饮品店,23.103825,113.446513
茶里先生,奶茶/果汁,23.169244,113.479334
黑露白霜（大沙西店）,奶茶/果汁,23.103292,113.44592
漫猫咖啡（萝岗香雪店）,咖啡厅,23.174221,113.502155
弘韵贡茶（佳大公寓店）,奶茶/果汁,23.135825,113.531775
幸茶lucking tea,奶茶/果汁,23.166727,113.465763
汇华希尔顿逸林酒店·林廊大堂吧,咖啡厅,23.182219,113.475456
加法减法咖啡馆,咖啡厅,23.164448,113.529005
普盈士王子拉茶（生活区店）,奶茶/果汁,23.086188,113.527858
益禾堂（大沙东路店）,奶茶/果汁,23.105792,113.451228
清心堂凉茶（大沙东店）,凉茶,23.105727,113.459189
益禾堂（广商店）,奶茶/果汁,23.30311,113.566787
四季原著（广商店）,奶茶/果汁,23.304677,113.566075
凤梨果饮（大沙东店）,奶茶/果汁,23.10683,113.45796
小茶堂TRADOT,奶茶/果汁,23.103185,113.447227
雪朵拉,奶茶/果汁,23.10305,113.447446
王子拉茶（东区店）,奶茶/果汁,23.113476,113.544852
优资茶,奶茶/果汁,23.102276,113.447233
世代皇茶（东联路店）,奶茶/果汁,23.110446,113.544967
丘比特芝士水果饼,奶茶/果汁,23.174295,113.496273
堂茶（姬堂店）,奶茶/果汁,23.134891,113.460125
HAPPY JUICY·100%鲜榨果汁,饮品店,23.173886,113.497203
茶一世 TEA,奶茶/果汁,23.105607,113.469418
新作的茶SUN TEA（南岗新城店）,奶茶/果汁,23.095067,113.541896
茶阿玛,奶茶/果汁,23.102976,113.447386
13/樓负一茶饮简餐,饮品店,23.084611,113.525779
卡瓦尼咖啡厅（大沙东店）,咖啡厅,23.101019,113.462375
光合制茶,奶茶/果汁,23.173559,113.496645
慢岛驿站,咖啡厅,23.073787,113.419891
蓝茶,奶茶/果汁,23.109513,113.546644
世代皇茶（南岗店）,奶茶/果汁,23.09516,113.542208
royaltea皇茶,奶茶/果汁,23.08648,113.52581
DQ（萝岗万达店）,冰淇淋,23.16678,113.46578
印象黄埔咖啡贡茶,咖啡厅,23.113193,113.543983
思想者咖啡,咖啡厅,23.156912,113.5114
红桃兔（萝岗万达店）,奶茶/果汁,23.168209,113.466204
w.coffee（中新北店）,咖啡厅,23.310511,113.602947
陈三鼎（东区店）,奶茶/果汁,23.112475,113.543557
叁点叁拾（奶茶果汁?绿地店）,饮品店,23.162907,113.430837
黑羊社奶茶,奶茶/果汁,23.186366,113.445589
七钟茶·七年鐘情為好茶,奶茶/果汁,23.085952,113.526725
鹿角巷THE ALLEY（中鼎名汇店）,饮品店,23.107171,113.453805
一杯便知答案茶,奶茶/果汁,23.168565,113.50135
开到荼靡?（黄埔店）,奶茶/果汁,23.098104,113.467559
韵茶,奶茶/果汁,23.097376,113.444548
四季恋,奶茶/果汁,23.109538,113.542799
光合制茶,奶茶/果汁,23.169778,113.465968
欢汁鲜榨果汁,奶茶/果汁,23.173798,113.497571
啊一柠檬茶（香雪店）,奶茶/果汁,23.174262,113.502678
一座一茶,奶茶/果汁,23.104219,113.446374
21 Angeland Tea,奶茶/果汁,23.086301,113.526034
鹿角巷THE ALLEY（萝岗店）,奶茶/果汁,23.173421,113.500759
甜不甜（东区店）,奶茶/果汁,23.109953,113.543179
黑露白霜,奶茶/果汁,23.112168,113.543335
柠檬工坊,奶茶/果汁,23.087802,113.530772
贡茶（苏元店）,奶茶/果汁,23.165114,113.466524
御茶（青年路店）,奶茶/果汁,23.065135,113.529686
下一站奶茶,奶茶/果汁,23.110342,113.544957
易来果休闲吧,奶茶/果汁,23.08564,113.526727
一座一茶,奶茶/果汁,23.111985,113.544065
一城一茶（黄埔店）,奶茶/果汁,23.102717,113.442365
鹿角巷THE ALLEY（萝岗万达店）,奶茶/果汁,23.169411,113.465891
喵创空间（印象黄埔店）,饮品店,23.113191,113.543983
世代皇茶,奶茶/果汁,23.084456,113.525682
御茶,奶茶/果汁,23.113083,113.544059
轻尚,奶茶/果汁,23.198764,113.487197
西美喜,奶茶/果汁,23.109538,113.542799
吾2零奶茶,奶茶/果汁,23.17086,113.50301
贡茶（青年路店）,奶茶/果汁,23.06405,113.531127
柠檬茶会跳舞（黄埔沙涌店）,奶茶/果汁,23.084621,113.526174
缤果之作（汇创店）,奶茶/果汁,23.124549,113.615653
啊一柠檬茶（增城万达店）,奶茶/果汁,23.275216,113.816355
TANING挞柠·匠心柠檬茶（新塘广场店）,奶茶/果汁,23.114356,113.614803
阿吉鲜茶,奶茶/果汁,23.295905,113.827553
书亦烧仙草（增城万达店）,饮品店,23.275241,113.815604
佐敦道 私房好茶,奶茶/果汁,23.29385,113.830998
御可贡茶（凤馨苑店）,奶茶/果汁,23.137452,113.595529
猫咖·多猫喵呜,咖啡厅,23.122739,113.613529
啊一柠檬茶（东汇城店）,奶茶/果汁,23.28418,113.81837
缤果之作 BingoTee（国际店）,奶茶/果汁,23.287821,113.805473
TANING挞柠（新塘万达店）,奶茶/果汁,23.151332,113.617509
BLACK SUGAR黑糖屋（万达店）,奶茶/果汁,23.275705,113.814403
舞茶道（增城新塘时尚广场店）,奶茶/果汁,23.128989,113.604099
阿柠哒（增城万达店）,奶茶/果汁,23.275849,113.815208
大嘴猴茶饮Paul Frank Tea（新塘万达店）,奶茶/果汁,23.152503,113.61789
Hitea嘆茶（新塘大润发店）,奶茶/果汁,23.127863,113.602978
简谷茶,奶茶/果汁,23.27538,113.81506
大卡司（新塘万达店）,奶茶/果汁,23.151476,113.617394
鸿记冰室（新塘店）,奶茶/果汁,23.127752,113.6034
新作の茶SUN TEA（增江商业广场店）,奶茶/果汁,23.278985,113.843335
TANING挞柠·匠心柠檬茶（增城万达店）,奶茶/果汁,23.275507,113.815435
禧御贡茶（挂绿时代广场店）,奶茶/果汁,23.290211,113.83348
苏阁鲜茶（解放北路店）,奶茶/果汁,23.115319,113.614731
海岸茶度（敏捷广场店）,奶茶/果汁,23.287401,113.811613
益禾堂（万达店）,奶茶/果汁,23.27513,113.815941
王子拉茶（凤凰古站店）,奶茶/果汁,23.123756,113.574483
鹿角巷THE ALLEY（新塘万达店）,奶茶/果汁,23.151958,113.617109
御可贡茶（卫山路店）,奶茶/果汁,23.119704,113.612754
龙五冰室,奶茶/果汁,23.286091,113.82614
缇贝斯,奶茶/果汁,23.296047,113.827443
十九茶屋（新天美地店）,奶茶/果汁,23.300402,113.822775
御卿贡茶,奶茶/果汁,23.168449,113.65548
蜜雪冰城（职业技术学院店）,冰淇淋,23.282178,113.615325
奉茶（万达店）,奶茶/果汁,23.275338,113.815901
五羊雪糕批发部,冰淇淋,23.11379,113.636615
御制贡茶,奶茶/果汁,23.12085,113.62158
王子拉茶（永和店）,奶茶/果汁,23.175549,113.592267
CoCo都可（新塘万达店）,奶茶/果汁,23.153379,113.617809
缤果之作（东汇城店）,奶茶/果汁,23.284084,113.820105
尚典贡茶（开园路店）,奶茶/果汁,23.295272,113.828584
蜜雪冰城（华商学院店）,冰淇淋,23.257645,113.775539
益禾堂（合汇广场店）,奶茶/果汁,23.28251,113.81914
大口九（中海店）,奶茶/果汁,23.157113,113.531006
蓝调鲜茶,奶茶/果汁,23.298495,113.843508
